Puzzle,Time,Steps
0,0.007441,22749
1,0.005197,16795
2,0.013902,41163
3,0.004304,13411
4,0.579626,1746949
5,0.009716,30053
6,0.003856,11153
7,0.017513,54735
8,0.038037,116653
9,0.000455,1185
10,0.000894,2699
11,0.048177,144769
12,0.036353,106101
13,0.002155,6223
14,0.00014,343
15,0.029217,96177
16,0.640512,2083973
17,0.000984,2305
18,0.000356,987
19,0.001053,2265
20,0.012424,41391
21,0.000274,661
22,0.027188,85497
23,0.012122,26103
24,0.133743,369337
25,0.042568,117373
26,0.002042,6625
27,0.017399,46725
28,0.000697,1919
29,0.001657,5275
30,0.182468,545925
31,0.006402,15471
32,0.001083,2883
33,0.00059,1681
34,0.000718,2149
35,0.003289,9277
36,0.004539,15397
37,0.183083,539889
38,0.064713,175077
39,0.000886,2711
40,0.013527,44759
41,0.002095,6327
42,0.140993,422033
43,0.059946,176003
44,0.004915,13339
45,0.023136,55949
46,0.001518,4221
47,0.012943,40243
48,0.000443,1411
49,0.020877,68817
50,0.001659,4731
51,0.055169,169107
52,0.009727,30887
53,0.001105,3145
54,0.012208,36953
55,0.000286,823
56,0.393218,1131025
57,0.145529,410811
58,0.012727,27541
59,0.017375,51073
60,0.005721,17731
61,0.003167,9597
62,0.012591,36235
63,0.091942,265481
64,0.000266,751
65,0.005239,14921
66,0.015207,45291
67,0.000864,2363
68,0.009235,27235
69,0.004865,15359
70,0.000592,1765
71,0.048225,137895
72,0.006082,18931
73,0.015524,46987
74,0.000634,1965
75,0.00945,30369
76,0.004099,12399
77,0.112509,312011
78,0.003392,9853
79,0.026627,80005
80,0.028658,85173
81,0.017817,41915
82,0.005982,17083
83,0.020362,42819
84,0.001395,3953
85,0.011095,34019
86,0.01235,41285
87,0.161127,522907
88,0.000457,1263
89,0.040677,136389
90,0.000305,591
91,0.000632,1895
92,0.049987,158435
93,0.008004,24653
94,0.159864,430711
95,0.112911,352765
96,0.000499,1195
97,0.526723,1581795
98,0.000194,485
99,0.027582,96541
100,0.005698,17385
101,0.013653,42679
102,0.152835,436827
103,0.097741,274431
104,0.008843,29635
105,0.217697,663681
106,0.001071,3045
107,0.006064,17813
108,0.375751,1207511
109,0.002562,8177
110,0.13595,387831
111,0.039084,111119
112,0.009077,29735
113,0.00218,6107
114,0.024781,81945
115,0.023702,76333
116,0.000918,2423
117,0.010429,30931
118,0.000264,603
119,0.790398,2290049
120,0.028044,80769
121,0.043485,112107
122,0.685402,2230793
123,0.000155,367
124,1.81734,5711617
125,0.000428,1087
126,0.000704,2025
127,0.006781,18867
128,0.227983,691613
129,0.00122,3447
130,0.001334,3557
131,0.011419,38063
132,0.145965,396967
133,0.004386,13567
134,0.023448,73159
135,0.029338,93767
136,0.074233,213441
137,0.004792,16669
138,0.000826,2307
139,0.018818,45889
140,3.63462,9567397
141,0.087534,262143
142,0.001011,3039
143,0.001201,3341
144,0.022356,63553
145,0.000799,2383
146,0.013577,45037
147,0.027796,87183
148,0.198782,574651
149,0.000554,1195
150,0.001046,3193
151,0.000862,2341
152,0.00378,11949
153,0.084102,238319
154,0.014014,31469
155,0.027606,89885
156,0.035203,72177
157,0.000732,2195
158,0.014757,47855
159,0.077154,236159
160,0.000836,2467
161,0.000692,2131
162,0.616749,1760463
163,1.62226,5099839
164,0.001139,3011
165,0.000163,387
166,0.203506,570165
167,0.00588,16969
168,0.005307,18025
169,0.101624,335193
170,0.005111,15397
171,0.003102,9063
172,0.000591,1737
173,0.049124,142089
174,0.617235,1879203
175,0.002383,6005
176,0.000121,281
177,0.144648,395655
178,0.009022,27689
179,0.000136,323
180,0.058407,150285
181,0.272391,762257
182,0.00048,1379
183,0.00465,14301
184,0.037356,94275
185,0.130894,440939
186,0.001864,5077
187,0.000274,715
188,0.001388,4055
189,0.015389,46511
190,0.069135,212657
191,0.018397,42927
192,0.002173,6321
193,0.029859,100581
194,0.001048,3303
195,0.010424,32851
196,0.001449,4633
197,0.014802,46933
198,0.000331,949
199,0.012859,37801
200,0.019054,44003
201,0.000289,743
202,0.002339,7177
203,0.002505,7601
204,0.000105,253
205,0.00803,25665
206,0.00907,28601
207,0.000909,2821
208,0.084722,233431
209,1.15227,3553635
210,0.009986,30667
211,0.006389,20659
212,0.054086,139833
213,0.003126,8759
214,0.002081,4441
215,0.004403,12513
216,0.000352,1065
217,0.002643,7757
218,0.023563,68441
219,0.013352,43869
220,0.000781,2369
221,0.060038,178653
222,0.008312,25423
223,0.00377,11699
224,0.009514,33171
225,0.001923,5863
226,0.000551,1145
227,0.104406,378459
228,0.029559,94963
229,0.005396,16429
230,0.008243,25809
231,0.02756,83909
232,0.005311,16213
233,0.010118,32337
234,0.042659,120597
235,0.014227,44875
236,0.009347,25369
237,0.05578,169611
238,0.525257,1534019
239,0.078094,237839
240,0.006302,20529
241,0.002334,7171
242,0.002472,7875
243,0.183573,510939
244,0.333633,930003
245,0.022473,68631
246,0.141111,434459
247,0.0104,33705
248,0.037238,115209
249,0.005207,14833
250,0.013758,42703
251,0.000947,2287
252,0.017647,54071
253,0.001737,5087
254,0.021511,65609
255,0.007884,26421
256,0.028092,80971
257,0.007116,19095
258,0.004037,12971
259,0.000131,269
260,0.160907,479373
261,0.018062,59189
262,0.000285,765
263,0.009183,25533
264,0.006974,20169
265,0.001053,2837
266,0.002087,6089
267,0.04834,152203
268,0.02498,74905
269,0.018856,48475
270,0.07891,249427
271,0.006309,15117
272,0.015504,48543
273,0.081939,287345
274,0.02055,59133
275,0.000638,1811
276,0.000262,703
277,0.007872,24039
278,0.059267,185579
279,0.009426,27049
280,0.014207,44615
281,0.109181,321681
282,0.002053,5819
283,0.000174,417
284,0.055741,158105
285,0.00216,6733
286,0.005637,18659
287,0.072292,239697
288,0.01079,34955
289,0.005708,17893
290,0.000471,1359
291,0.00134,4025
292,0.18268,548513
293,0.032401,67849
294,0.000897,2149
295,0.015311,45127
296,0.004087,12573
297,0.015896,47493
298,0.00219,7453
299,0.033299,79081
300,0.078683,241727
301,0.003311,10465
302,0.001002,3549
303,0.001093,3637
304,0.002251,5835
305,0.002161,6233
306,0.002043,6261
307,0.005075,12597
308,0.000462,1375
309,0.849831,2610259
310,0.023879,68639
311,0.003861,11721
312,0.003211,10689
313,0.001466,4131
314,0.004447,14055
315,0.073667,213937
316,0.007342,24389
317,0.00181,5821
318,0.387787,1111943
319,0.015415,43925
320,0.002891,8747
321,0.000105,211
322,0.000883,2547
323,0.001859,5997
324,0.012429,28853
325,0.003634,10857
326,0.005717,17779
327,0.001314,3817
328,0.013246,44165
329,0.003404,10565
330,0.018977,62499
331,0.005465,17677
332,0.002687,6211
333,0.001113,2911
334,0.014189,35621
335,0.004835,14161
336,0.026609,83985
337,0.013501,42353
338,0.019717,62471
339,0.038185,123755
340,0.025149,78061
341,0.001171,3563
342,0.00332,10109
343,0.00244,6949
344,0.001766,5489
345,0.038665,107403
346,0.001453,3909
347,0.008169,25945
348,0.001479,4419
349,0.001157,3257
350,0.009001,27429
351,0.015007,43045
352,0.000416,931
353,0.000399,1109
354,0.010972,34035
355,0.040979,127555
356,0.000289,863
357,0.001107,3525
358,0.000759,2177
359,0.000501,1743
360,0.001526,4737
361,0.00526,17643
362,0.022991,76415
363,0.101237,307411
364,0.007977,25459
365,0.000464,1333
366,0.499133,1353429
367,0.101633,317037
368,0.002545,7045
369,0.001168,3571
370,0.011131,35639
371,0.006283,17509
372,0.003705,12367
373,0.000403,1143
374,0.012484,37347
375,0.003955,13277
376,0.078853,235339
377,0.25288,686765
378,0.006594,21295
379,0.00247,7703
380,0.021525,48815
381,0.000477,1009
382,0.105091,298391
383,0.000256,773
384,0.000308,863
385,0.014377,45087
386,0.00037,993
387,0.000914,2861
388,0.044161,121299
389,0.002663,7537
390,0.006105,19615
391,0.034423,103739
392,0.002831,8537
393,0.001867,5507
394,0.069387,227315
395,0.029858,76747
396,0.012161,39123
397,0.116054,359595
398,0.010313,29005
399,0.00754,26705
400,0.002444,7063
401,0.032377,102621
402,0.048412,157485
403,0.00133,3883
404,0.050536,146543
405,0.001764,4725
406,0.008586,25813
407,0.02102,67817
408,0.007637,23809
409,0.039652,129681
410,0.001482,4281
411,0.014507,43967
412,0.001122,3271
413,0.004031,11647
414,0.040456,135797
415,0.009603,29203
416,0.034232,104761
417,0.001022,3011
418,0.908318,2645239
419,0.004187,13169
420,0.001688,5249
421,0.004315,12961
422,0.067541,202981
423,0.069752,212609
424,0.002507,7619
425,1.04833,3031613
426,0.001503,4471
427,0.004936,13199
428,0.016119,51063
429,0.066014,193667
430,0.050002,159775
431,0.002374,6887
432,0.328804,948229
433,0.001374,4451
434,0.000588,1781
435,0.000251,673
436,0.00687,21009
437,0.104184,302543
438,0.010349,30373
439,0.00601,17457
440,0.000326,975
441,3.82668,11463081
442,0.001139,3393
443,0.103689,315969
444,0.006893,19955
445,0.021302,62797
446,0.003962,12759
447,0.011213,34027
448,0.178544,529951
449,0.015299,49835
450,0.027582,67013
451,1.35769,4148175
452,0.02628,77853
453,0.005522,16117
454,0.000122,289
455,0.006559,18775
456,0.0476,133573
457,0.001047,2987
458,0.000424,1231
459,0.000727,1995
460,0.019161,57297
461,0.081283,232643
462,0.001316,3981
463,2.9065,8535861
464,0.010971,32979
465,0.019635,39757
466,0.056303,180091
467,0.01189,37363
468,0.00012,299
469,0.000462,1203
470,0.010024,29293
471,0.001951,5945
472,0.016209,46561
473,0.00164,4429
474,0.002335,6441
475,0.046048,120123
476,0.102853,296467
477,0.012641,41403
478,0.173429,490939
479,0.010886,33669
480,0.031319,100103
481,0.036623,103287
482,0.00381,9829
483,0.001723,5785
484,0.003318,9847
485,0.005552,17583
486,0.064187,165085
487,0.00175,5535
488,0.176506,466251
489,0.023127,78459
490,0.001339,3333
491,0.054547,171269
492,0.011281,35435
493,0.000187,501
494,0.000927,2837
495,0.001185,3781
496,0.039235,105753
497,0.00101,2457
498,0.069851,174833
499,0.00029,613
500,4.52054,12846163
501,0.010263,30573
502,0.000549,1711
503,0.002515,6767
504,0.003588,11499
505,0.036531,113063
506,0.01369,38541
507,0.000131,335
508,0.000243,643
509,0.198874,571587
510,0.028439,90251
511,0.001025,3489
512,0.019482,60203
513,0.004862,15855
514,0.111872,395085
515,0.005702,16909
516,0.032424,107313
517,0.180091,594997
518,6.40531,18726277
519,0.047099,124641
520,0.095935,283521
521,0.051276,134283
522,0.015139,46509
523,0.000829,2301
524,0.001797,5371
525,0.000327,807
526,0.01051,31253
527,0.004107,11839
528,0.000467,1275
529,0.000701,1975
530,0.03812,108515
531,0.002424,7267
532,0.010018,27053
533,0.003863,12669
534,0.023055,67973
535,0.000508,1541
536,0.000897,2607
537,0.001418,4449
538,0.010265,30733
539,0.000368,1035
540,0.004138,12229
541,0.331338,1014367
542,0.019936,62531
543,0.079354,240525
544,0.010733,30795
545,0.475305,1450881
546,0.016387,50287
547,0.00426,13295
548,0.003391,10325
549,0.000697,1953
550,0.003577,10031
551,0.065528,192179
552,0.000333,837
553,1.30323,3694411
554,0.016452,51257
555,0.001104,3429
556,0.044461,126341
557,0.327896,955481
558,0.010158,31545
559,0.044779,140587
560,0.022444,72109
561,0.039021,112395
562,0.015942,49145
563,0.038885,117729
564,0.004699,13217
565,0.014608,46937
566,0.318229,924035
567,0.933434,2764761
568,0.023047,72947
569,0.004432,13431
570,0.721292,2121125
571,0.030372,77327
572,0.002751,7991
573,0.001363,4209
574,0.0102,29151
575,0.100194,304199
576,0.004075,14559
577,0.001791,5699
578,0.006398,18781
579,0.050618,149339
580,0.002059,5661
581,0.016097,38391
582,0.116004,333735
583,0.001891,5127
584,0.168108,481431
585,0.000335,901
586,0.0018,5605
587,0.048772,131013
588,0.000141,341
589,0.001803,5557
590,0.016996,46877
591,0.003891,13515
592,0.006563,21869
593,0.016737,57337
594,1.41318,3890731
595,0.222677,650085
596,0.000891,2601
597,0.047935,135393
598,0.045973,144083
599,0.074084,212369
600,0.180448,571509
601,0.000412,935
602,0.00106,3041
603,0.000993,3107
604,0.001918,5565
605,0.000517,1425
606,0.005971,16779
607,0.023762,74171
608,0.001336,3915
609,9.4503,27349783
610,0.001084,1977
611,0.026514,68489
612,0.000992,2057
613,0.009603,27527
614,0.044379,121237
615,8.7e-05,167
616,0.030948,65065
617,0.000272,677
618,0.00117,2141
619,0.01474,27445
620,0.004321,7971
621,0.004658,12293
622,0.023648,54161
623,0.079711,204977
624,0.012645,36181
625,49.3905,147102467
626,0.000231,623
627,0.000484,1197
628,0.008768,23247
629,1.60804,5456221
630,0.007033,20577
631,0.015878,46471
632,0.00062,1571
633,0.270558,814453
634,0.0053,16847
635,0.000557,1569
636,0.014341,49453
637,0.007791,23793
638,0.007405,23807
639,0.000942,3037
640,0.001535,5109
641,0.0037,11177
642,0.010081,28921
643,0.001031,3091
644,0.007069,21645
645,0.013078,42687
646,0.002264,6047
647,0.306915,1065723
648,0.003091,8631
649,0.016295,51047
650,0.057972,156171
651,0.000187,461
652,0.000204,511
653,0.226936,654791
654,0.002743,8227
655,0.008858,26337
656,0.001732,5515
657,0.000449,1207
658,0.01897,60241
659,0.046573,138559
660,0.008316,25985
661,0.001552,4143
662,0.362511,1026131
663,0.00254,7727
664,0.004107,12233
665,0.001585,4319
666,0.000275,689
667,0.003018,8125
668,0.010052,28983
669,0.000476,1017
670,0.001594,4921
671,0.012417,37243
672,0.020323,57657
673,0.001694,4745
674,0.000475,1317
675,0.019895,62101
676,0.003615,11721
677,0.832479,2658887
678,0.002547,6823
679,0.000326,803
680,0.073966,186999
681,0.004921,16275
682,0.005796,17369
683,0.024924,77139
684,8.9e-05,205
685,0.000901,2695
686,0.033272,95709
687,0.001556,4599
688,0.439736,1344115
689,0.002432,7435
690,0.014452,44827
691,0.009343,29173
692,0.020507,46113
693,0.004465,11893
694,0.055297,159249
695,0.020349,63673
696,0.007733,24805
697,0.057785,197933
698,0.001867,5253
699,0.001064,2593
700,0.010076,30813
701,0.044752,135283
702,0.017786,61255
703,0.05693,165275
704,0.003653,10447
705,0.017785,56429
706,1.09225,3440007
707,0.00419,11369
708,1.77131,5723393
709,0.02368,72387
710,0.014809,44427
711,0.000605,1687
712,0.001567,4749
713,0.013328,38935
714,0.005905,21095
715,0.000607,1649
716,0.002223,6245
717,0.005651,16749
718,0.013792,42369
719,0.031699,95127
720,0.000762,2235
721,0.054611,154415
722,0.002148,6459
723,0.00021,465
724,0.000508,1485
725,0.007089,19749
726,0.004289,12763
727,0.012405,30627
728,0.005471,14557
729,0.00355,10105
730,0.000901,2499
731,0.02706,84879
732,0.002136,7913
733,0.010135,34389
734,0.006853,20979
735,0.013023,45063
736,0.013562,43157
737,0.217919,607713
738,0.011398,38239
739,0.007917,26563
740,0.067925,206865
741,0.003993,11939
742,0.007655,23475
743,0.115374,315401
744,0.023541,71153
745,0.002561,8019
746,0.017368,53833
747,0.031774,82405
748,0.001471,4229
749,0.874624,2421667
750,0.000214,497
751,0.001692,5287
752,0.126549,393015
753,0.001789,5663
754,0.001679,4467
755,0.18214,546267
756,0.061267,166931
757,0.031156,83053
758,0.000661,1667
759,0.002841,8771
760,0.006593,20619
761,0.005342,15199
762,0.009812,29123
763,0.006061,18735
764,0.002797,8009
765,0.18201,518379
766,0.020321,67069
767,0.000839,2515
768,0.000513,1475
769,0.00773,23239
770,1.26854,3703505
771,0.001926,5471
772,0.007399,21121
773,0.42393,1156945
774,0.030623,94441
775,0.005122,16451
776,0.000187,483
777,0.006236,18857
778,0.005735,16945
779,0.003557,11419
780,0.000216,549
781,0.000716,2147
782,0.03189,96981
783,0.08163,218695
784,0.008523,26833
785,0.335271,1020321
786,0.00027,745
787,0.011204,24813
788,0.001709,4017
789,0.05352,142033
790,0.004136,14317
791,0.008549,24561
792,0.010297,32463
793,0.039682,123267
794,0.034469,103797
795,0.000834,1963
796,0.0004,1111
797,0.00138,4251
798,0.001545,4437
799,0.093455,248727
800,0.175234,531505
801,0.002936,8485
802,0.000246,621
803,0.018242,69077
804,0.002715,7573
805,0.02776,80401
806,0.050053,123913
807,0.001813,5705
808,0.004906,10775
809,0.0001,227
810,0.004224,11827
811,0.000872,2037
812,0.011432,36581
813,0.071346,195715
814,0.04749,154417
815,0.02286,71997
816,0.001346,4241
817,0.026333,79417
818,0.020417,69937
819,0.00167,4835
820,0.024639,78695
821,0.110806,346975
822,0.005023,14627
823,0.001039,2877
824,0.098706,305471
825,0.017796,55393
826,0.011115,37301
827,0.009459,29481
828,0.002426,6833
829,0.003368,9939
830,0.003663,11297
831,0.00517,14837
832,0.017203,47223
833,0.001268,2231
834,0.208243,628215
835,0.003474,10591
836,0.001126,3253
837,0.10626,261605
838,0.002971,9615
839,0.000832,2389
840,0.073103,189813
841,0.066437,181415
842,0.003657,11161
843,0.035271,118747
844,0.045719,135011
845,0.0444,131565
846,0.033682,108373
847,0.026751,84545
848,0.000112,267
849,0.005849,19221
850,0.007524,23517
851,0.02507,74213
852,0.003483,11687
853,0.010367,33021
854,0.017076,51427
855,0.782777,2511781
856,0.015556,48449
857,0.000516,1159
858,0.140349,427135
859,0.054805,146025
860,0.004304,13713
861,0.108063,331981
862,0.00125,3681
863,0.043072,122491
864,0.007207,22631
865,0.000228,571
866,0.01204,34989
867,0.000795,1725
868,0.009816,29059
869,0.000218,631
870,0.000434,1223
871,0.002008,6021
872,0.009273,29673
873,0.027195,74849
874,0.004989,15327
875,1.18005,3211971
876,0.001044,3005
877,0.076743,220663
878,0.006017,16005
879,0.020837,59279
880,0.00576,21017
881,0.002204,6839
882,0.007432,21105
883,0.002058,7373
884,0.004978,14933
885,0.000519,1515
886,0.061451,190393
887,0.000768,2363
888,0.008501,26817
889,0.004911,10223
890,0.32076,938387
891,0.005939,18817
892,0.027394,80043
893,0.038138,108007
894,0.000492,1507
895,0.087988,256855
896,0.001131,3443
897,0.004244,12803
898,0.001716,5039
899,0.000956,2701
900,0.007058,20247
901,0.00019,295
902,0.009478,27055
903,0.071731,197475
904,0.000442,1207
905,0.022933,71953
906,0.038958,146361
907,0.00068,2027
908,0.003605,11115
909,0.00116,3719
910,0.011369,37895
911,0.001991,5851
912,0.002726,8135
913,0.040345,123361
914,0.202907,537619
915,0.029715,90929
916,0.758184,1912171
917,0.000791,2107
918,0.003055,9099
919,0.002946,8901
920,0.000215,555
921,0.006514,19241
922,0.001472,4779
923,0.008564,25527
924,7.56442,22750801
925,1.54099,4548911
926,0.000392,761
927,0.004237,11899
928,0.004443,14497
929,0.005868,17499
930,0.003183,9555
931,0.016053,49891
932,0.028272,80343
933,0.007658,24719
934,0.000331,923
935,0.000574,1625
936,0.035994,110039
937,0.002633,8023
938,0.001962,5883
939,0.015337,49581
940,0.901373,2675833
941,0.002696,9417
942,0.193874,487333
943,0.000781,1299
944,0.004419,10463
945,0.000967,3107
946,0.000291,791
947,0.001167,3311
948,0.00038,679
949,0.003379,10343
950,0.000342,929
951,0.002356,7023
952,0.000435,1169
953,0.159335,465949
954,0.003868,11511
955,0.06831,239125
956,0.238905,747651
957,0.016725,55355
958,0.004543,14477
959,0.016553,53145
960,0.105461,321603
961,0.024132,77901
962,0.008083,25325
963,0.000917,2691
964,0.002106,6655
