Puzzle,Time,Steps
1,0.303232,171404
2,1.19667,666734
4,0.486578,284156
5,2.19379,1187298
6,2.33094,1330744
7,0.006498,3285
8,0.057029,32409
10,1.39306,755978
11,0.022749,12324
12,0.051814,27764
13,0.003696,1965
14,2.83083,1587356
15,1.11963,609809
16,0.619777,361531
17,5.66141,3362458
18,17.0731,9465254
19,0.913085,511395
21,0.410936,215816
22,0.036279,19485
25,0.172239,89763
26,6.93459,3847432
27,0.188441,106132
28,0.127727,70578
29,1.12984,617089
30,0.22417,120167
31,0.44527,230642
32,0.958513,522206
33,0.022564,11794
34,0.12272,65773
35,2.42589,1302717
36,3.28366,1804463
37,0.002114,1138
38,1.27405,669341
39,0.07914,40171
40,4.84777,2648145
42,0.0307,16659
43,0.359481,200338
44,0.548003,293958
45,0.196428,109889
47,3.80508,2006055
48,0.16146,83827
49,0.774254,393420
50,0.139844,78311
51,0.524342,298229
52,8.58418,4658380
53,1.84065,1032400
54,5.92206,3096628
55,0.019452,10757
57,3.89095,2254188
58,0.964186,517702
59,0.022286,11924
60,0.995088,547686
61,1.77799,925619
62,13.375,7120711
64,1.09688,577877
65,0.11787,67370
66,0.17162,96038
67,0.138826,77122
69,1.28049,706817
71,1.14551,628303
72,0.061267,32527
74,0.689972,386419
75,1.39602,763841
76,0.299457,164427
77,0.032757,18503
78,0.795619,412324
79,0.583495,321985
80,0.116253,66994
81,0.036952,21135
82,0.268168,140028
83,0.034466,18411
84,0.12374,64994
85,1.56988,844516
87,0.145439,78930
88,0.08003,45258
89,12.6411,7007701
90,0.216314,113180
91,5.64455,3057311
92,0.412618,224809
93,0.102746,57421
94,14.4552,7631519
95,0.02402,12452
96,3.73446,1971723
97,11.0835,5997330
98,2.27101,1144716
99,1.50557,822338
100,0.530509,304134
101,5.67897,3234936
102,2.83182,1571337
103,0.825918,438181
104,0.008883,4465
105,4.97282,2587043
106,16.3464,8829990
108,0.039542,19674
109,0.282444,143123
110,10.4463,5364637
111,0.006003,3209
112,2.5621,1333905
113,0.146219,81349
114,4.61859,2693994
115,4.19145,2355181
116,5.61626,2981983
117,3.62637,1983105
118,0.481151,254233
119,2.49519,1369206
