Puzzle,Time,Steps
0,0.001591,2239
1,0.001977,3265
2,0.005623,7695
3,0.008527,15119
4,0.365076,634237
5,0.037248,69437
6,0.005523,10741
7,0.002997,5691
8,0.050103,96625
9,0.000652,1137
10,0.001825,2891
11,0.00665,11739
12,0.049894,90611
13,0.003241,6337
14,0.000292,527
15,0.035312,70943
16,1.95935,3924033
17,0.002438,4499
18,0.000369,653
19,0.00144,2625
20,0.020971,41107
21,0.000141,225
22,0.011875,22541
23,0.003889,6915
24,0.039129,73101
25,0.009364,17745
26,0.003978,7765
27,0.0219,42081
28,0.000431,809
29,0.002955,5993
30,0.161672,304301
31,0.013197,25097
32,0.002205,4299
33,0.001488,2917
34,0.000952,1583
35,0.005011,9315
36,0.001648,3059
37,0.009587,18729
38,0.089411,169343
39,0.00142,2685
40,0.023361,44889
41,0.007635,13969
42,0.268477,515801
43,0.030742,59135
44,0.00739,13963
45,0.017866,32045
46,0.003129,5641
47,0.0015,3041
48,0.000759,1595
49,0.036335,70807
50,0.001184,2223
51,0.094397,169111
52,0.014565,27283
53,0.001218,2309
54,0.006488,11863
55,0.00054,1091
56,0.009551,17219
57,0.184204,324721
58,0.001479,2829
59,0.018865,37629
60,0.008373,16869
61,0.001574,2847
62,0.004382,8495
63,0.022653,40279
64,0.000205,369
65,0.003635,6943
66,0.001485,3029
67,0.002368,4555
68,0.005433,10155
69,0.001945,3801
70,0.000834,1665
71,0.018463,32063
72,0.005253,9773
73,0.027009,46387
74,0.000802,1585
75,0.011853,23273
76,0.003119,6081
77,0.023931,45297
78,0.008163,15313
79,0.014423,27453
80,0.002908,4821
81,0.041576,79311
82,0.001031,1717
83,0.000638,1199
84,0.002419,4779
85,0.010597,19973
86,0.003773,7243
87,0.186959,398963
88,0.00014,231
89,0.006177,11565
90,0.000299,503
91,0.001052,2041
92,0.028696,51407
93,0.009049,17863
94,0.006602,12917
95,0.048392,99153
96,0.004172,8195
97,0.842412,1530241
98,0.000787,1363
99,0.050743,96545
100,0.002813,5233
101,0.002004,3693
102,0.228016,405257
103,0.140321,243221
104,0.015008,29987
105,0.122969,220365
106,0.003609,6423
107,0.022503,42769
108,0.316568,634285
109,0.005486,9743
110,0.22175,382485
111,0.033929,65373
112,0.014359,25651
113,0.004216,7559
114,0.001761,3657
115,0.040044,75029
116,0.001125,2265
117,0.015531,27455
118,0.000441,731
119,0.079769,145271
120,0.006963,12973
121,0.058388,108137
122,1.04846,2010219
123,0.000216,377
124,0.818645,1613107
125,0.00018,317
126,0.002757,4999
127,0.000194,345
128,0.179179,343061
129,0.00136,2703
130,0.001413,2757
131,0.008483,15983
132,0.005479,10425
133,0.002963,5893
134,0.039353,73233
135,0.012262,22757
136,0.160481,293799
137,0.022094,46725
138,0.001168,2001
139,0.019005,36069
140,1.40697,2477869
141,0.148219,262653
142,0.001157,1401
143,0.001865,3297
144,0.019183,34211
145,0.001049,2047
146,0.005169,10835
147,0.008652,16991
148,0.031104,58019
149,0.000655,1207
150,0.001563,2889
151,0.005521,10033
152,0.006161,12155
153,0.002143,4185
154,0.009074,15537
155,0.052035,90005
156,0.039322,69661
157,0.001312,2223
158,0.028622,52467
159,0.131394,235397
160,0.00148,2873
161,0.002084,4185
162,0.11152,203151
163,0.815212,1530607
164,0.001846,3703
165,0.000218,391
166,0.003379,6245
167,0.007037,13669
168,0.00852,18139
169,0.018974,38699
170,0.001124,2097
171,0.000115,185
172,0.000854,1501
173,0.077517,133593
174,0.190193,347415
175,0.00027,517
176,0.000122,197
177,0.026779,49561
178,0.0005,935
179,0.00157,2815
180,0.089714,155971
181,0.18925,346469
182,0.000214,353
183,0.007795,14131
184,0.010934,20639
185,0.238051,472955
186,0.002447,4427
187,0.000426,777
188,0.002583,4965
189,0.028643,52357
190,0.109996,212229
191,0.0224,43101
192,0.008663,16759
193,0.005507,10705
194,0.001687,3239
195,0.025256,46591
196,0.004622,6361
197,0.000952,1739
198,0.001541,2929
199,0.006967,12925
200,0.011177,20645
201,0.000521,691
202,0.000623,1205
203,0.001371,2567
204,0.000613,1129
205,0.002587,4299
206,0.007097,10897
207,0.002137,3197
208,0.096324,171859
209,1.91043,3556931
210,0.014999,27481
211,0.005085,9617
212,0.033124,59779
213,0.003306,6795
214,0.000223,377
215,0.002344,4341
216,0.000519,1055
217,0.004456,8649
218,0.004236,8071
219,0.152846,282279
220,0.000371,705
221,0.080417,146531
222,0.009225,17643
223,0.005947,10923
224,0.003037,5843
225,0.001114,2221
226,0.000588,1081
227,0.198976,409865
228,0.010506,19193
229,0.005937,10655
230,0.011371,23497
231,0.052659,93399
232,0.007117,13137
233,0.029199,56337
234,0.005033,9323
235,0.138342,260781
236,0.008422,14359
237,0.054069,97559
238,0.164472,294447
239,0.00303,5961
240,0.006502,12803
241,0.004042,7299
242,0.004396,8003
243,0.035945,66397
244,0.050422,96987
245,0.00012,195
246,0.165989,334809
247,0.018909,36353
248,0.01761,31073
249,0.003603,6395
250,0.020776,41367
251,0.001211,2313
252,0.028864,54047
253,0.002529,5017
254,0.000534,953
255,0.024141,48037
256,0.022456,45439
257,0.019404,34469
258,0.00595,11581
259,0.000144,265
260,0.08657,164877
261,0.031504,59713
262,0.000493,903
263,0.00057,1009
264,0.00135,2529
265,0.001579,2681
266,0.00129,2381
267,0.120104,232521
268,0.014045,26087
269,0.025214,48693
270,0.026772,46219
271,0.006289,13621
272,0.026214,47581
273,0.122189,253325
274,0.031222,58137
275,0.000259,461
276,0.000699,1265
277,0.005331,10395
278,0.059221,112313
279,0.014882,27051
280,0.015299,28767
281,0.148839,302711
282,0.003305,6383
283,0.001337,2363
284,0.059701,112405
285,0.006386,12569
286,0.008484,17685
287,0.019022,38845
288,0.01536,28387
289,0.000425,811
290,0.000526,1001
291,0.000788,1527
292,0.134493,243403
293,0.036355,68875
294,0.000315,565
295,0.020464,37595
296,0.00409,7655
297,0.021088,39971
298,0.003116,6337
299,0.001589,3371
300,0.117807,226021
301,0.002796,4979
302,0.001775,3731
303,0.002153,3387
304,0.000424,431
305,0.001956,3413
306,0.004441,6249
307,0.006262,12291
308,0.000314,479
309,0.269227,515261
310,0.002821,5467
311,0.002647,5181
312,0.006472,13205
313,0.002247,3765
314,0.011397,19237
315,0.046445,86779
316,0.135913,260471
317,0.0177,34223
318,0.313122,570695
319,0.023524,42015
320,0.001319,2337
321,0.000125,215
322,0.001334,2611
323,0.000362,689
324,0.00447,8191
325,0.002131,4165
326,0.024324,50757
327,0.000269,475
328,0.000677,1327
329,0.003893,7437
330,0.035724,68249
331,0.014582,28181
332,0.003223,4331
333,0.001582,3047
334,0.02654,50885
335,0.013617,26319
336,0.011079,21535
337,0.010825,19343
338,0.022184,44821
339,0.060589,116041
340,0.041617,78097
341,0.00178,3253
342,0.001865,3625
343,0.00159,2955
344,0.009815,17797
345,0.052567,95267
346,0.068479,129385
347,0.000663,1247
348,0.003401,5279
349,0.001721,3263
350,0.017355,32071
351,0.023007,42359
352,0.000604,1015
353,0.000572,1093
354,0.018991,35793
355,0.075103,131613
356,0.000836,1263
357,0.03296,55601
358,0.000611,809
359,0.001246,1275
360,0.002675,3523
361,0.008001,14225
362,0.010107,19421
363,0.077145,132635
364,0.001688,2987
365,0.000586,1105
366,0.187896,346259
367,0.002991,5817
368,0.004865,8677
369,0.003021,4311
370,0.014937,27669
371,0.00071,1109
372,0.008368,16061
373,0.000489,909
374,0.004094,7167
375,0.00522,9115
376,0.035692,64837
377,0.013276,23677
378,0.00303,6139
379,0.004406,7675
380,0.019438,38079
381,0.000682,1229
382,0.154834,289935
383,0.001577,2317
384,0.000365,661
385,0.004643,8763
386,0.001106,1889
387,0.002091,4049
388,0.053253,104049
389,0.001592,3193
390,0.033568,57377
391,0.05687,103705
392,0.00094,1775
393,0.001525,2787
